grad_norm,param_norm,samples,step,train_acc@1,train_acc@1_q2,train_acc@1_q3,train_acc@2,train_acc@2_q2,train_acc@2_q3,train_loss,train_loss_q2,train_loss_q3,val_acc@1,val_acc@1_q0,val_acc@2,val_acc@2_q0,val_loss,val_loss_q0,train_acc@1_q0,train_acc@1_q1,train_acc@2_q0,train_acc@2_q1,train_loss_q0,train_loss_q1,val_acc@1_q2,val_acc@1_q3,val_acc@2_q2,val_acc@2_q3,val_loss_q2,val_loss_q3,val_acc@1_q1,val_acc@2_q1,val_loss_q1
212.3564178979223,158.66974647163244,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.6333504915237427,0.6318427920341492,0.6348581910133362,1.0,1.0,1.0,1.0,0.026456084102392197,0.026456084102392197,,,,,,,,,,,,,,,
4.9018714533726,158.7501175285172,22,10,0.7999999999999999,1.0,0.6666666666666666,1.0,1.0,1.0,0.6046852551400662,0.040153270587325096,0.5020329253748059,0.5,0.5,1.0,1.0,1.224660724401474,1.2246607448905706,0.875,0.7142857142857142,1.0,1.0,0.45995450543705385,0.9753805273877723,,,,,,,,,
3.51760395190776,158.8970281864073,42,20,0.8500000000000002,0.75,0.8333333333333333,1.0,1.0,1.0,0.5130490466952324,0.6857752278447151,0.3984043796857198,0.75,,1.0,,0.9467790126800537,,1.0,0.8333333333333333,1.0,1.0,0.5342506244778633,0.49840849637985235,0.6666666666666666,1.0,1.0,1.0,1.2361528674761453,0.07865738123655319,,,
3.419723670539441,159.00319588382052,62,30,0.75,0.4,1.0,1.0,1.0,1.0,0.7645240604877472,1.773395584523678,0.05717667813102404,0.75,1.0,1.0,1.0,0.8548766374588013,0.05028025805950165,1.0,0.75,1.0,1.0,0.06407899875193834,0.7494571628049016,,0.0,,1.0,,3.0962700843811035,1.0,1.0,0.13647805899381638
2.2081217677806113,159.05966344451804,82,40,0.8000000000000003,0.6,1.0,1.0,1.0,1.0,0.595005851984024,0.6110559612512589,0.40495514372984565,0.75,0.0,1.0,1.0,0.6055514216423035,0.9336034655570984,0.8,0.75,1.0,1.0,0.6909835994243622,0.7400470748543739,1.0,1.0,1.0,1.0,0.4930240362882614,0.5025541186332703,,,
1.717595773327964,159.08664388881144,102,50,0.95,1.0,1.0,1.0,1.0,1.0,0.33714753538370135,0.39120016098022464,0.19615779072046283,1.0,1.0,1.0,1.0,0.17575448751449585,0.3115651607513428,0.6666666666666666,1.0,1.0,1.0,0.5567468553781509,0.30513149074145723,1.0,,1.0,,0.17414501123130322,,1.0,1.0,0.04316273704171181
4.667269425296862,159.10277175856373,122,60,0.8,1.0,1.0,1.0,1.0,1.0,1.1586991966003553,0.013444901599238316,0.03184932221968968,1.0,1.0,1.0,1.0,0.030228381976485252,0.0009030792862176895,0.6,0.6666666666666666,1.0,1.0,1.6154887260636315,2.486720411417385,,1.0,,1.0,,0.06017808988690376,1.0,1.0,0.02991617942461744
2.763928291171289,159.21730808966237,142,70,0.9,0.8571428571428571,1.0,1.0,1.0,1.0,0.42950680628418914,0.38427010444658144,0.24774752805630365,0.75,1.0,1.0,1.0,0.5813077390193939,0.2663935422897339,1.0,0.8333333333333333,1.0,1.0,0.2353158500045538,0.702623243133227,1.0,0.0,1.0,1.0,0.3011627197265625,1.4572138786315918,1.0,1.0,0.3004608452320099
2.605384269230364,159.33201239883005,162,80,0.7999999999999999,1.0,0.7499999999999999,1.0,1.0,1.0,0.5071815446019172,0.2838615973790487,0.563371766358614,1.0,1.0,1.0,1.0,0.2518617585301399,0.22230874001979828,0.5,0.8571428571428572,1.0,1.0,0.8457122594118118,0.44194964000156944,1.0,1.0,1.0,1.0,0.2521742209792137,0.28078988194465637,,,
2.6534187410739047,159.37315813145503,182,90,0.8,0.6666666666666666,1.0,1.0,1.0,1.0,0.551699087023735,0.7524364193280538,0.22160303592681885,0.5,,1.0,,1.1601272597908974,,0.7142857142857143,0.8888888888888888,1.0,1.0,0.7383269816637039,0.37630897263685864,0.0,1.0,1.0,1.0,2.194828987121582,0.12280721962451935,0.0,1.0,2.2000656127929688
2.1873025058659907,159.37931670746022,202,100,0.9,0.5,1.0,1.0,1.0,1.0,0.36456471532583234,1.01383475959301,0.18432975187897682,1.0,1.0,1.0,1.0,0.18526723980903625,0.16438540816307068,0.8,1.0,1.0,1.0,0.5815018981695175,0.17986626674731573,1.0,,1.0,,0.1836172118782997,,1.0,1.0,0.20944909751415253
2.165555625586311,159.37082121792778,222,110,0.85,0.7142857142857143,1.0,1.0,1.0,1.0,0.42798008620738986,0.6868460433823722,0.15503045544028282,0.5,1.0,1.0,1.0,1.0782498121261597,0.14070820808410645,1.0,0.75,1.0,1.0,0.15896590650081635,0.5841820761561394,0.5,0.0,1.0,1.0,1.1019535288214684,1.968384027481079,,,
2.497946661310495,159.35454220447423,242,120,0.7500000000000001,0.75,0.8333333333333333,1.0,1.0,1.0,0.5871484279632568,0.5518560595810413,0.49120530237754184,0.75,1.0,1.0,1.0,0.524824433028698,0.26854005455970764,0.3333333333333333,1.0,1.0,1.0,1.2865592390298843,0.17373682061831158,,,,,,,0.6666666666666666,1.0,0.6102525691191355
2.2588420373815117,159.33504105556716,262,130,0.9,1.0,0.6666666666666666,1.0,1.0,1.0,0.38597728163003925,0.2682813674211502,0.6369867920875549,0.75,1.0,1.0,1.0,0.656486451625824,0.2728528082370758,0.8333333333333334,1.0,1.0,1.0,0.5231299648682276,0.22139980147282287,0.5,,1.0,,1.0399770885705948,,1.0,1.0,0.2731388807296753
2.148474981775411,159.31414396617603,282,140,0.8500000000000002,0.8571428571428572,1.0,1.0,1.0,1.0,0.4350277572870254,0.41869434288569857,0.1872081458568573,0.75,,1.0,,0.6258812844753265,,1.0,0.6666666666666667,1.0,1.0,0.1782613769173622,0.7491708149512608,1.0,1.0,1.0,1.0,0.19197069108486176,0.18751336634159088,0.5,1.0,1.062020517885685
2.5406530035574453,159.29249155751035,302,150,0.75,1.0,0.75,1.0,1.0,1.0,0.6399463921785354,0.1094384454190731,0.6133268028497696,0.75,1.0,1.0,1.0,0.6683990210294724,0.13587995991110802,0.7777777777777777,0.6,1.0,1.0,0.5849974279602369,0.9723533943295479,1.0,,1.0,,0.15741565823554993,,0.0,1.0,2.2444205284118652
1.7638199319147525,159.27178213805013,322,160,0.95,1.0,1.0,1.0,1.0,1.0,0.2720950514078141,0.2029001921415329,0.1893927901983261,0.75,,1.0,,0.6075045764446259,,1.0,0.875,1.0,1.0,0.19520435854792595,0.3848005384206772,1.0,0.6666666666666666,1.0,1.0,0.17140203714370728,0.7528720647096634,,,
2.059747730586512,159.25391550355047,342,170,0.8500000000000001,0.3333333333333333,1.0,1.0,1.0,1.0,0.47425303161144255,1.7098180452982583,0.10783632844686508,1.0,1.0,1.0,1.0,0.09350309893488884,0.10036250948905945,0.875,1.0,1.0,1.0,0.41892967838793993,0.11905043323834738,1.0,,1.0,,0.09251152724027634,,1.0,1.0,0.08862682431936264
2.2079280639300185,159.23234329079233,362,180,0.7500000000000001,0.8333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6008360147476196,0.4211565939088663,0.884382076561451,0.75,,1.0,,0.6532918512821198,,0.5714285714285714,1.0,1.0,1.0,0.8510236112134797,0.2198673114180565,0.0,1.0,1.0,1.0,1.7954210042953491,0.1768094003200531,1.0,1.0,0.3204684853553772
2.17277329307295,159.21565601536517,382,190,0.9,0.75,0.8,1.0,1.0,1.0,0.44050329029560087,0.6817530319094658,0.5717515528202057,1.0,,1.0,,0.22986579686403275,,1.0,1.0,1.0,1.0,0.2598420441150665,0.32084762056668603,,1.0,,1.0,,0.22531836479902267,1.0,1.0,0.23441321402788162
1.7526462210019451,159.20164220330057,402,200,0.8500000000000001,0.6666666666666666,1.0,1.0,1.0,1.0,0.42646545320749285,0.7963322351376215,0.15199360847473145,0.75,1.0,1.0,1.0,0.5859295353293419,0.16603776812553406,0.8,0.8571428571428572,1.0,1.0,0.5105301648378372,0.4039562110389982,,1.0,,1.0,,0.13786011934280396,0.5,1.0,1.0199101120233536
1.635211280413858,159.18084503224463,422,210,0.9,1.0,0.6000000000000001,1.0,1.0,1.0,0.35753190368413923,0.17503197491168976,0.9146830886602402,0.75,0.6666666666666666,1.0,1.0,0.6286141723394394,0.7905241400003433,1.0,1.0,1.0,1.0,0.160608172416687,0.18141296009222665,,1.0,,1.0,,0.1428842693567276,,,
1.6820644150200132,159.16775453937802,442,220,0.8499999999999999,0.7777777777777777,0.75,1.0,1.0,1.0,0.42692290470004085,0.5613245334890153,0.6334195211529732,0.75,1.0,1.0,1.0,0.600855216383934,0.12208131700754166,1.0,1.0,1.0,1.0,0.14199560383955637,0.13171805441379547,0.0,1.0,1.0,1.0,2.019179582595825,0.14182326197624207,1.0,1.0,0.12033668160438538
2.0054763545820653,159.1447522801592,462,230,0.8500000000000002,1.0,1.0,1.0,1.0,1.0,0.4524489998817444,0.16372214754422507,0.17247647047042847,0.5,1.0,1.0,1.0,1.0251178741455078,0.16981102526187897,0.9,0.6666666666666666,1.0,1.0,0.36652460396289827,0.7866818283994993,0.5,,1.0,,1.015769712626934,,0.0,1.0,1.8991210460662842
1.8712232522590122,159.12022789376934,482,240,0.8,0.5,0.8571428571428572,1.0,1.0,1.0,0.5215266749262809,0.9860586524009705,0.4419052302837372,1.0,1.0,1.0,1.0,0.20296532660722733,0.19867919385433197,1.0,0.6666666666666666,1.0,1.0,0.18178358922402066,0.76742023229599,1.0,1.0,1.0,1.0,0.20714975893497467,0.19951549172401428,1.0,1.0,0.20651687681674957
